이름,세부카테고리,주소,위도,경도,전화번호,링크
남다른감자탕 가산디지털역점,한식>감자탕,"서울특별시 금천구 디지털로9길 99 101호, 102호(가산동, 스타밸리)",37.4813331,126.8848066,,http://www.namzatang.com/new/
도마다리뼈다귀전문점 시흥점,한식>감자탕,서울특별시 금천구 독산로 119,37.4580346,126.9051375,,
원조감자탕일미집 가산디지털점,한식>감자탕,"서울특별시 금천구 디지털로9길 99 1층 114, 116호",37.4815047,126.8851085,,
순대의 명가 미각,"한식>순대,순댓국","서울특별시 금천구 벚꽃로 309 가산디지털단지역 1호선 1번, 7호선 2,3,4번 출구",37.4807956,126.8831398,,
신선설농탕 독산점,"한식>곰탕,설렁탕",서울특별시 금천구 시흥대로 405 1층 신선설농탕,37.4699179,126.8976625,,https://www.shinsunseolnongtang.co.kr
강가네돌솥밥추어탕,한식>추어탕,"서울특별시 금천구 남부순환로 1420 ,",37.4803707,126.9085680,,
육대장 금천점,한식>국밥,서울특별시 금천구 시흥대로 291 310동 160호,37.4598787,126.8969535,,https://www.yukdaejang.com
우리소양평해장국본점,한식>해장국,서울특별시 금천구 범안로 1244 우리소양평해장국,37.4663047,126.9000532,,
육대장 가산디지털단지점,한식>국밥,서울특별시 금천구 가산디지털1로 186 제이플라츠 지하1층 B105-1호,37.4819670,126.8814893,,https://www.yukdaejang.com
부대청사 가산점,"한식>찌개,전골",서울특별시 금천구 가산디지털1로 168 A동 2층 219-3호,37.4808562,126.8820729,,https://blog.naver.com/budaechungsa
부대옥 가산직영점,"한식>찌개,전골","서울특별시 금천구 디지털로9길 46 . 204,205호",37.4798819,126.8870679,,https://www.instagram.com/budaeok_official
금천식당 시흥사거리점,"한식>육류,고기요리",서울특별시 금천구 시흥대로52길 38 지상1층,37.4530154,126.9022123,,
으뜸숙성한우No.9,"한식>육류,고기요리",서울특별시 금천구 시흥대로 291 금천구롯데캐슬골드파크3차 상가 1층 168호,37.4599810,126.8972935,,https://www.instagram.com/euddeum_korean.beef
이화순대국,"한식>순대,순댓국",서울특별시 금천구 시흥대로 237-12 1층,37.4549270,126.9000150,,
수락이오냉면 노원본점,한식>냉면,서울특별시 노원구 동일로237다길 7 창일빌딩 1층 수락이오냉면,37.6739259,127.0526503,,https://booking.naver.com/booking/6/bizes/528214/items/4944256?area=bmp
엄마마늘보쌈,"한식>족발,보쌈",서울특별시 노원구 석계로 18 엄마마늘보쌈,37.6163985,127.0644575,,
달인보쌈,"한식>족발,보쌈",서울특별시 노원구 동일로 1598 부흥빌딩,37.6709461,127.0564457,,
돈통마늘보쌈 노원역점,"한식>족발,보쌈",서울특별시 노원구 상계로7길 13 지현빌딩 1층,37.6573223,127.0651550,,
제일콩집,한식>두부요리,서울특별시 노원구 동일로174길 37-8,37.6195545,127.0775825,,http://cafe.naver.com/jkong/
옛날 칼국수,"한식>칼국수,만두",서울특별시 노원구 동일로 1417,37.6549822,127.0598493,,
숟가락반상 마실,한식>한정식,서울특별시 노원구 노원로 412,37.6534660,127.0680289,,https://www.instagram.com/nowonmasil
우리집곱창 본점,"한식>곱창,막창,양",서울특별시 노원구 덕릉로123길 11,37.6702147,127.0804863,,
노원왕곱창,"한식>곱창,막창,양",서울특별시 노원구 상계로 90 마블러스 2,37.6564912,127.0648246,,
무봉리토종순대국 공릉역점,"한식>순대,순댓국",서울특별시 노원구 동일로192길 63,37.6271145,127.0763206,,
