이름,세부카테고리,주소,위도,경도,전화번호,링크
파리바게뜨 중화역점,"카페,디저트>베이커리",서울특별시 중랑구 동일로 795 1층,37.6014659,127.0790466,,https://www.paris.co.kr/
파리바게뜨 신내중앙점,"카페,디저트>베이커리",서울특별시 중랑구 봉화산로 194 신아타운,37.6065312,127.0947151,,http://www.paris.co.kr/
파리바게뜨 묵동삼거리점,"카페,디저트>베이커리",서울특별시 중랑구 공릉로2길 3,37.6121780,127.0779860,,http://www.paris.co.kr/
파리바게뜨 중랑역점,"카페,디저트>베이커리",서울특별시 중랑구 망우로 203 동양엔파트121호,37.5939673,127.0753122,,https://www.paris.co.kr/
김영모과자점 도곡타워점,"카페,디저트>베이커리",서울특별시 강남구 언주로30길 10 현대비젼21,37.4874024,127.0513862,,https://blog.naver.com/kbreadcom
스타벅스 포이점,"카페,디저트>카페",서울특별시 강남구 논현로 88 (개포동),37.4778110,127.0451411,,http://www.starbucks.co.kr/
파리바게뜨 대청타워점,"카페,디저트>베이커리",서울특별시 강남구 개포로 623 대청타워,37.4940007,127.0798906,,https://www.paris.co.kr/
아티제 일원점,"카페,디저트>카페",서울특별시 강남구 일원로 81 삼성의료원본관 지하1층,37.4884112,127.0849769,,
폴 바셋 일원역점,"카페,디저트>카페",서울특별시 강남구 일원로 115 101호,37.4837410,127.0840752,,https://www.baristapaulbassett.co.kr/Index.pb
크리스피크림 수서역사점,"카페,디저트>도넛",서울특별시 강남구 밤고개로 99 SRT수서역 지하1층,37.4853596,127.1045727,,https://www.lotteeatz.com/eatzMain
스타벅스 강남세곡점,"카페,디저트>카페",서울특별시 강남구 헌릉로569길 18 (세곡동),37.4672743,127.0999297,,http://www.starbucks.co.kr/
스타벅스 길동역점,"카페,디저트>카페",서울특별시 강동구 양재대로 1487 (길동),37.5387016,127.1401394,,http://www.starbucks.co.kr/
스타벅스 강동암사DT점,"카페,디저트>카페",서울특별시 강동구 고덕로 43 (암사동),37.5550883,127.1299994,,http://www.starbucks.co.kr/
메가MGC커피 암사역점,"카페,디저트>카페",서울특별시 강동구 올림픽로 783 102호 메가커피,37.5511537,127.1277134,,
스타벅스 굽은다리역점,"카페,디저트>카페","서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",37.5454604,127.1431161,,http://www.starbucks.co.kr/
스타벅스 상일동역점,"카페,디저트>카페","서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",37.5575665,127.1707635,,http://www.starbucks.co.kr/
파리바게뜨 상일중앙점,"카페,디저트>베이커리",서울특별시 강동구 고덕로 391,37.5571758,127.1688861,,http://www.paris.co.kr/
배스킨라빈스 고덕그라시움점,"카페,디저트>아이스크림","서울특별시 강동구 고덕로 385 (고덕동) 1층 110, 111-1호",37.5574179,127.1685321,,https://blog.naver.com/brgirl31/
폴 바셋 상일동점,"카페,디저트>카페",서울특별시 강동구 상일로6길 21,37.5496670,127.1745802,,https://www.baristapaulbassett.co.kr/Index.pb
메가MGC커피 강일2지구점,"카페,디저트>카페",서울특별시 강동구 아리수로93나길 38 마이메디컬 1층 111호,37.5720476,127.1740073,,
메가MGC커피 강일리버파크점,"카페,디저트>카페",서울특별시 강동구 아리수로93길 9 1층,37.5653139,127.1743610,,
스타벅스 미아역점,"카페,디저트>카페",서울특별시 강북구 도봉로 196 (미아동),37.6262187,127.0264972,,http://www.starbucks.co.kr/
스타벅스 미아사거리역점,"카페,디저트>카페",서울특별시 강북구 도봉로 32 (미아동),37.6118312,127.0305855,,http://www.starbucks.co.kr/
카페 산아래,"카페,디저트>카페",서울특별시 강북구 삼양로181길 56 102호,37.6667756,127.0106168,,http://instagram.com/cafe_sanare
스타벅스 까치산역점,"카페,디저트>카페",서울특별시 강서구 강서로13길 3 (화곡동),37.5323234,126.8461233,,http://www.starbucks.co.kr/
스타벅스 화곡동점,"카페,디저트>카페",서울특별시 강서구 화곡로 142 (화곡동),37.5406190,126.8373880,,http://www.starbucks.co.kr/
